Clase,Sexo,Edad,Sobrevivio,V6
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
Cre,Masculino,Adulto,No, 
1st,Femenino,Adulto,No, 
1st,Femenino,Adulto,No, 
1st,Femenino,Adulto,No, 
1st,Femenino,Adulto,No, 
2nd,Femenino,Adulto,No, 
2nd,Femenino,Adulto,No, 
2nd,Femenino,Adulto,No, 
2nd,Femenino,Adulto,No, 
2nd,Femenino,Adulto,No, 
2nd,Femenino,Adulto,No, 
2nd,Femenino,Adulto,No, 
2nd,Femenino,Adulto,No, 
2nd,Femenino,Adulto,No, 
2nd,Femenino,Adulto,No, 
2nd,Femenino,Adulto,No, 
2nd,Femenino,Adulto,No, 
2nd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
3rd,Femenino,Adulto,No, 
Cre,Femenino,Adulto,No, 
Cre,Femenino,Adulto,No, 
Cre,Femenino,Adulto,No, 
1st,Masculino,Menor,Si, 
1st,Masculino,Menor,Si, 
1st,Masculino,Menor,Si, 
1st,Masculino,Menor,Si, 
1st,Masculino,Menor,Si, 
2nd,Masculino,Menor,Si, 
2nd,Masculino,Menor,Si, 
2nd,Masculino,Menor,Si, 
2nd,Masculino,Menor,Si, 
2nd,Masculino,Menor,Si, 
2nd,Masculino,Menor,Si, 
2nd,Masculino,Menor,Si, 
2nd,Masculino,Menor,Si, 
2nd,Masculino,Menor,Si, 
2nd,Masculino,Menor,Si, 
2nd,Masculino,Menor,Si, 
3rd,Masculino,Menor,Si, 
3rd,Masculino,Menor,Si, 
3rd,Masculino,Menor,Si, 
3rd,Masculino,Menor,Si, 
3rd,Masculino,Menor,Si, 
3rd,Masculino,Menor,Si, 
3rd,Masculino,Menor,Si, 
3rd,Masculino,Menor,Si, 
3rd,Masculino,Menor,Si, 
3rd,Masculino,Menor,Si, 
3rd,Masculino,Menor,Si, 
3rd,Masculino,Menor,Si, 
3rd,Masculino,Menor,Si, 
1st,Femenino,Menor,Si, 
2nd,Femenino,Menor,Si, 
2nd,Femenino,Menor,Si, 
2nd,Femenino,Menor,Si, 
2nd,Femenino,Menor,Si, 
2nd,Femenino,Menor,Si, 
2nd,Femenino,Menor,Si, 
2nd,Femenino,Menor,Si, 
2nd,Femenino,Menor,Si, 
2nd,Femenino,Menor,Si, 
2nd,Femenino,Menor,Si, 
2nd,Femenino,Menor,Si, 
2nd,Femenino,Menor,Si, 
2nd,Femenino,Menor,Si, 
3rd,Femenino,Menor,Si, 
3rd,Femenino,Menor,Si, 
3rd,Femenino,Menor,Si, 
3rd,Femenino,Menor,Si, 
3rd,Femenino,Menor,Si, 
3rd,Femenino,Menor,Si, 
3rd,Femenino,Menor,Si, 
3rd,Femenino,Menor,Si, 
3rd,Femenino,Menor,Si, 
3rd,Femenino,Menor,Si, 
3rd,Femenino,Menor,Si, 
3rd,Femenino,Menor,Si, 
3rd,Femenino,Menor,Si, 
3rd,Femenino,Menor,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
1st,Masculino,Adulto,Si, 
